Region,Category,Product Name,Quantity,profit margin,profit per unit 
West,Office Supplies,Xerox 1940,5,50,12.995
West,Office Supplies,Xerox 1986,7,40,29.996
West,Office Supplies,Eldon Portable Mobile Manager,14,40,6.396
West,Technology,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,3,50,8.495
West,Office Supplies,Binder Clips by OIC,2,40,14.396
West,Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders",3,50,21.495
West,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,5,20,1.398
Central,Furniture,"DAX Value U-Channel Document Frames, Easel Back",2,40,9.996
West,Technology,RCA Visys Integrated PBX 8-Line Router,2,60,19.794
West,Office Supplies,"GBC Velobind Prepunched Cover Sets, Regency Series",4,25,6.4975
West,Office Supplies,Cardinal Slant-D Ring Binders,3,50,11.995
East,Technology,Polycom SoundPoint IP 450 VoIP phone,5,30,5.997
East,Office Supplies,GBC VeloBind Cover Sets,3,30,10.497
Central,Office Supplies,Sterilite Officeware Hinged File Box,8,20,7.198
Central,Technology,Logitech G19 Programmable Gaming Keyboard,6,40,9.996
Central,Office Supplies,Colored Push Pins,3,60,26.994
Central,Technology,Logitech G105 Gaming Keyboard,4,30,3.297
Central,Office Supplies,Xerox 1925,3,40,9.996
Central,Office Supplies,"Dixon My First Ticonderoga Pencil, #2",2,50,8.995
East,Furniture,Bush Advantage Collection Racetrack Conference Table,7,20,1.398
Central,Technology,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,7,50,5.995
West,Technology,Logitech ClearChat Comfort/USB Headset H390,4,40,29.996
Central,Technology,netTALK DUO VoIP Telephone Service,4,25,5.2475
South,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",5,50,20.495
Central,Furniture,Howard Miller Distant Time Traveler Alarm Clock,1,40,30.796
Central,Office Supplies,GBC Imprintable Covers,2,40,10.396
West,Office Supplies,Home/Office Personal File Carts,3,40,14.396
West,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),3,30,7.497
East,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",2,25,8.2475
East,Technology,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,8,40,9.596
East,Furniture,DAX Natural Wood-Tone Poster Frame,4,50,11.995
East,Technology,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,3,25,6.4975
West,Office Supplies,Xerox 1887,2,60,26.994
West,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",6,30,9.297
East,Office Supplies,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",1,25,5.2475
East,Office Supplies,Avery Reinforcements for Hole-Punch Pages,2,30,7.497
East,Office Supplies,GBC ProClick Spines for 32-Hole Punch,5,30,8.697
East,Office Supplies,Xerox 210,5,25,8.2475
East,Furniture,Electrix Halogen Magnifier Lamp,2,30,8.397
East,Furniture,Chromcraft Rectangular Conference Tables,4,40,9.596
Central,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",7,40,9.596
Central,Office Supplies,Economy Binders,9,30,13.797
East,Furniture,Advantus Panel Wall Acrylic Frame,3,50,12.995
Central,Technology,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,3,25,0.7475
East,Technology,Memorex Micro Travel Drive 16 GB,1,25,2.2475
East,Office Supplies,Tuff Stuff Recycled Round Ring Binders,2,50,12.995
East,Technology,netTALK DUO VoIP Telephone Service,5,50,11.995
West,Office Supplies,Belkin F9G930V10-GRY 9 Outlet Surge,5,30,8.397
West,Office Supplies,Avery 497,3,40,9.996
West,Furniture,KI Adjustable-Height Table,3,50,12.995
East,Office Supplies,GBC Plastic Binding Combs,6,40,10.396
East,Furniture,Safco Contoured Stacking Chairs,3,30,10.497
East,Office Supplies,Easy-staple paper,5,20,4.798
West,Office Supplies,Staples,2,25,5.2475
West,Office Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",3,20,4.998
East,Office Supplies,GBC Durable Plastic Covers,6,40,14.396
West,Office Supplies,Avery 500,5,40,4.796
West,Technology,Geemarc AmpliPOWER60,3,25,5.2475
West,Office Supplies,"""While you Were Out"" Message Book, One Form per Page",2,25,6.4975
West,Furniture,"Global Leather Task Chair, Black",5,50,12.995
West,Office Supplies,4009 Highlighters by Sanford,3,40,9.596
West,Office Supplies,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3,40,9.996
Central,Office Supplies,Rediform Voice Mail Log Books,5,25,5.4975
Central,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,5,25,4.4975
West,Furniture,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,4,60,21.594
East,Office Supplies,Tuff Stuff Recycled Round Ring Binders,5,40,29.996
East,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,3,50,11.995
East,Office Supplies,Safco Industrial Wire Shelving System,2,25,6.9975
East,Furniture,Nu-Dell Float Frame 11 x 14 1/2,7,50,12.995
East,Furniture,"DAX Value U-Channel Document Frames, Easel Back",7,40,6.396
East,Office Supplies,Recycled Easel Ring Binders,5,50,12.995
Central,Technology,Apple iPhone 5C,8,50,11.995
Central,Technology,Logitech G600 MMO Gaming Mouse,2,25,15.7475
Central,Furniture,"Sauder Facets Collection Library, Sky Alder Finish",1,40,30.796
East,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,3,30,10.497
East,Office Supplies,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,7,40,9.996
East,Office Supplies,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,7,30,7.497
East,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3,50,20.495
South,Technology,Micro Innovations USB RF Wireless Keyboard with Mouse,4,50,8.495
South,Office Supplies,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2,40,9.596
South,Office Supplies,White GlueTop Scratch Pads,3,40,6.396
South,Office Supplies,Xerox 195,2,40,10.396
Central,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",3,60,26.994
Central,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,2,40,9.596
South,Office Supplies,Holmes HEPA Air Purifier,1,25,15.7475
South,Technology,Samsung Replacement EH64AVFWE Premium Headset,2,30,5.997
South,Office Supplies,Newell 322,5,30,9.297
West,Office Supplies,Sterilite Officeware Hinged File Box,3,30,12.897
West,Technology,Kingston Digital DataTraveler 16GB USB 2.0,3,50,11.995
West,Technology,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",2,20,7.198
West,Office Supplies,Avery 494,2,40,9.996
East,Office Supplies,Xerox 231,3,40,9.596
East,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",3,40,9.596
East,Office Supplies,Eldon Shelf Savers Cubes and Bins,5,30,9.297
East,Technology,First Data FD10 PIN Pad,2,20,4.798
East,Office Supplies,Sanford Liquid Accent Highlighters,2,25,4.4975
South,Office Supplies,Acco Translucent Poly Ring Binders,2,30,4.497
South,Office Supplies,Easy-staple paper,2,40,14.396
Central,Office Supplies,Xerox 1985,4,40,9.996
Central,Office Supplies,12 Colored Short Pencils,2,20,4.998
Central,Furniture,Hon 2111 Invitation Series Straight Table,2,20,4.798
West,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,8,60,19.794
West,Office Supplies,"Fellowes Mobile File Cart, Black",3,30,10.497
West,Office Supplies,Xerox 1940,2,30,13.797
West,Office Supplies,Xerox 1962,3,25,15.7475
Central,Office Supplies,Xerox 1945,2,30,10.497
Central,Technology,Wilson Electronics DB Pro Signal Booster,3,50,11.995
Central,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,2,30,13.797
Central,Technology,Logitech ClearChat Comfort/USB Headset H390,2,40,4.796
East,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",2,25,6.4975
West,Furniture,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",6,40,9.596
West,Office Supplies,"DXL Angle-View Binders with Locking Rings, Black",2,25,6.4975
West,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",3,20,3.998
South,Office Supplies,"Acme 10"" Easy Grip Assistive Scissors",1,40,9.996
South,Office Supplies,Avery 476,2,30,7.497
South,Furniture,Advantus Panel Wall Certificate Holder - 8.5x11,3,30,7.497
South,Office Supplies,Avery 478,3,30,7.497
South,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",3,50,8.495
South,Office Supplies,GBC Prestige Therm-A-Bind Covers,4,40,9.596
Central,Office Supplies,Staple remover,3,50,5.995
Central,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,2,40,9.596
Central,Office Supplies,"SAFCO Commercial Wire Shelving, 72h",3,50,6.995
Central,Technology,Memorex Micro Travel Drive 8 GB,8,60,26.994
East,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",2,30,8.697
East,Office Supplies,Recycled Steel Personal File for Standard File Folders,2,25,4.2475
East,Office Supplies,Blackstonian Pencils,2,25,5.4975
East,Office Supplies,Avery 488,2,20,4.798
West,Office Supplies,Xerox 1919,4,40,9.596
West,Office Supplies,Prang Colored Pencils,1,60,21.594
East,Technology,Micropad Numeric Keypads,2,40,10.396
East,Office Supplies,Safco Steel Mobile File Cart,3,50,8.495
East,Office Supplies,Tops Wirebound Message Log Books,3,50,8.495
East,Office Supplies,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",4,40,9.596
Central,Office Supplies,Xerox 1940,2,30,8.697
Central,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,2,40,4.796
Central,Office Supplies,ACCOHIDE Binder by Acco,3,50,12.995
Central,Technology,AT&T CL82213,2,30,5.997
Central,Technology,Innergie mMini Combo Duo USB Travel Charging Kit,1,25,6.9975
Central,Technology,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),3,50,11.995
Central,Technology,Maxell LTO Ultrium - 800 GB,4,50,11.995
East,Office Supplies,Tops Green Bar Computer Printout Paper,2,60,5.394
Central,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1,30,3.297
Central,Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",3,40,29.996
Central,Office Supplies,"Companion Letter/Legal File, Black",2,40,9.996
Central,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,3,40,4.796
East,Office Supplies,Iris Project Case,4,60,5.394
East,Technology,GE 30522EE2,3,25,2.2475
East,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,5,25,6.9975
West,Furniture,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",3,20,1.398
Central,Office Supplies,OIC Bulk Pack Metal Binder Clips,4,40,4.796
Central,Office Supplies,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",3,30,5.997
West,Furniture,"Eldon Image Series Desk Accessories, Burgundy",2,20,7.198
East,Office Supplies,Clear Mylar Reinforcing Strips,2,30,12.897
East,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,1,20,7.198
East,Technology,Logitech Wireless Marathon Mouse M705,4,40,14.396
West,Technology,Samsung Galaxy Note 2,1,30,7.497
West,Office Supplies,Xerox 225,2,40,10.396
West,Technology,SanDisk Cruzer 64 GB USB Flash Drive,2,20,1.398
Central,Technology,Mediabridge Sport Armband iPhone 5s,3,50,8.995
Central,Furniture,DAX Cubicle Frames - 8x10,2,50,12.995
Central,Office Supplies,Xerox 1929,12,40,6.396
South,Furniture,Bevis 44 x 96 Conference Tables,2,25,2.2475
East,Furniture,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",5,25,6.4975
East,Furniture,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5,40,9.596
West,Furniture,KI Conference Tables,6,40,6.396
West,Office Supplies,Avery 501,2,30,3.297
West,Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",2,60,21.594
West,Office Supplies,Avery 513,5,40,9.596
Central,Office Supplies,Harmony Air Purifier,3,30,12.897
Central,Furniture,"Electrix Incandescent Magnifying Lamp, Black",2,40,9.996
Central,Office Supplies,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,2,25,6.4975
Central,Office Supplies,Advantus Push Pins,4,40,9.996
Central,Furniture,"Global Stack Chair with Arms, Black",1,50,11.995
Central,Office Supplies,Xerox 206,5,40,30.796
West,Office Supplies,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",3,30,7.497
West,Furniture,3M Hangers With Command Adhesive,4,30,5.997
West,Furniture,"Seth Thomas 14"" Day/Date Wall Clock",2,60,5.394
South,Technology,Samsung Galaxy S4 Mini,4,30,7.497
South,Office Supplies,Xerox 1931,3,40,9.596
East,Technology,Apple iPhone 5,2,50,12.995
Central,Technology,Polycom VVX 310 VoIP phone,5,25,5.2475
Central,Furniture,Bevis Boat-Shaped Conference Table,2,50,7.995
South,Furniture,Harbour Creations Steel Folding Chair,12,40,29.996
Central,Technology,Bady BDG101FRU Card Printer,5,40,4.796
Central,Office Supplies,Xerox 1998,3,40,4.796
East,Office Supplies,Newell 341,9,30,3.297
South,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,2,30,9.297
South,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,2,40,6.396
South,Furniture,9-3/4 Diameter Round Wall Clock,10,50,11.995
South,Office Supplies,Honeywell Quietcare HEPA Air Cleaner,3,30,5.997
South,Office Supplies,Xerox 1916,1,30,5.997
South,Furniture,Hon Olson Stacker Stools,2,50,8.495
Central,Office Supplies,Round Specialty Laser Printer Labels,7,40,29.996
Central,Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",2,50,5.995
West,Technology,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,3,40,6.396
East,Office Supplies,Xerox 195,2,40,6.396
East,Furniture,Flat Face Poster Frame,5,25,8.2475
West,Furniture,DMI Arturo Collection Mission-style Design Wood Chair,1,30,5.997
West,Office Supplies,Avery Non-Stick Binders,7,30,3.297
Central,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",3,40,4.796
Central,Technology,Imation Bio 8GB USB Flash Drive Imation Corp,9,40,6.396
Central,Office Supplies,Xerox 1981,5,25,15.7475
Central,Office Supplies,"White Envelopes, White Envelopes with Clear Poly Window",4,50,5.995
Central,Office Supplies,Tops White Computer Printout Paper,2,30,3.297
Central,Office Supplies,Eldon Portable Mobile Manager,6,40,4.796
West,Office Supplies,Staples in misc. colors,2,50,5.995
Central,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,14,40,9.596
Central,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",5,40,9.996
East,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",5,25,5.4975
East,Technology,Classic Ivory Antique Telephone ZL1810,5,40,9.596
East,Furniture,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1,25,6.4975
East,Technology,Nokia Lumia 521 (T-Mobile),3,50,8.495
Central,Office Supplies,"Personal Filing Tote with Lid, Black/Gray",2,30,9.297
West,Furniture,Hon 5100 Series Wood Tables,3,25,5.2475
West,Furniture,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",3,30,5.997
East,Technology,Jabra SPEAK 410 Multidevice Speakerphone,2,50,8.495
West,Furniture,"Howard Miller 12"" Round Wall Clock",8,40,4.796
East,Office Supplies,Xerox 211,3,20,7.198
East,Office Supplies,Tennsco Industrial Shelving,2,40,9.596
West,Office Supplies,Xerox 1931,2,50,5.995
West,Office Supplies,Newell 334,6,20,7.198
West,Furniture,Global Troy Executive Leather Low-Back Tilter,3,40,6.396
West,Furniture,"Hon 30"" x 60"" Table with Locking Drawer",3,25,4.2475
West,Furniture,Safco Drafting Table,5,40,6.396
East,Office Supplies,Easy-staple paper,2,60,5.394
East,Furniture,O'Sullivan Living Dimensions 5-Shelf Bookcases,1,20,4.998
Central,Technology,Panasonic KX-TG9471B,6,50,12.995
West,Furniture,"Global High-Back Leather Tilter, Burgundy",3,30,3.297
West,Technology,Adtran 1202752G1,3,50,12.995
South,Office Supplies,Canvas Sectional Post Binders,3,50,4.495
East,Office Supplies,Staple envelope,8,20,1.398
East,Furniture,"Global Value Mid-Back Manager's Chair, Gray",2,25,6.9975
East,Office Supplies,"Fellowes Strictly Business Drawer File, Letter/Legal Size",4,60,19.794
East,Office Supplies,White Computer Printout Paper by Universal,6,50,12.995
Central,Office Supplies,Avery 510,7,25,6.9975
West,Furniture,Ultra Door Pull Handle,6,60,21.594
South,Office Supplies,Staples,2,40,9.596
South,Office Supplies,GBC DocuBind P100 Manual Binding Machine,6,40,9.996
East,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,2,50,11.995
East,Furniture,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4,25,6.9975
West,Office Supplies,Xerox 1972,4,50,12.995
West,Office Supplies,Avery Hi-Liter Fluorescent Desk Style Markers,1,30,5.997
South,Office Supplies,Staple envelope,2,60,5.394
West,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",7,40,9.596
South,Office Supplies,Newell 309,3,40,30.796
West,Office Supplies,Ibico Hi-Tech Manual Binding System,5,60,19.794
Central,Office Supplies,GBC DocuBind TL300 Electric Binding System,2,60,19.794
South,Office Supplies,Jiffy Padded Mailers with Self-Seal Closure,2,50,8.995
South,Office Supplies,GBC DocuBind 200 Manual Binding Machine,1,40,30.796
South,Furniture,Balt Solid Wood Rectangular Table,4,20,7.198
South,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,2,50,12.995
Central,Technology,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",1,60,19.794
West,Office Supplies,Xerox 218,2,50,12.995
West,Furniture,Global Comet Stacking Armless Chair,2,30,5.997
West,Technology,Memorex Froggy Flash Drive 8 GB,2,40,30.796
Central,Office Supplies,SAFCO Boltless Steel Shelving,2,40,30.796
South,Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets,1,50,11.995
South,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",2,50,7.995
West,Furniture,Hand-Finished Solid Wood Document Frame,7,25,5.2475
East,Furniture,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",3,25,5.2475
West,Technology,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,3,40,9.996
Central,Office Supplies,Xerox 1891,6,50,11.995
Central,Technology,Hewlett-Packard Deskjet 5550 Printer,8,40,4.796
South,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,5,50,12.995
South,Office Supplies,Avery 474,3,40,6.396
South,Office Supplies,Staples in misc. colors,5,20,4.798
